storm_id,storm_name,year,peak_t,peak_affected_population_proxy,peak_affected_population_share_proxy,peak_n_unserved_buses,peak_unserved_bus_share,peak_n_failed_lines_cumulative,peak_failed_line_share_cumulative,final_affected_population_proxy,final_n_unserved_buses,final_n_failed_lines_cumulative,n_timesteps,peak_affected_population_proxy_norm,peak_n_failed_lines_norm,peak_n_unserved_buses_norm,grid_impact_index_v5r,rank_index
WP231960,LOLA,1960,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,301
WP081959,IRIS,1959,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,302
WP221960,KIT,1960,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,17,0.0,0.0,0.0,0.0,303
WP151960,ELAINE,1960,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,304
WP081960,SHIRLEY,1960,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,305
WP061960,POLLY,1960,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,306
WP051960,OLIVE,1960,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,307
WP011960,KAREN,1960,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,19,0.0,0.0,0.0,0.0,308
WP211959,FREDA,1959,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,309
WP201959,EMMA,1959,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,310
WP181959,CHARLOTTE,1959,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,311
WP161959,AMY,1959,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,312
WP111959,LOUISE,1959,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,313
WP091959,JOAN,1959,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,314
WP131954,NANCY,1954,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,315
WP061954,IDA,1954,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,316
WP021954,ELSIE,1954,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,317
WP141947,NANETTE,1947,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,318
WP251948,BEVERLY,1948,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,319
WP221948,RITA,1948,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,320
WP151948,JACKIE,1948,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,321
WP131948,HAZEL,1948,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,322
WP121948,GERTRUDE,1948,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,323
WP071948,ROSE,1948,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,324
WP061948,PEARL,1948,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,325
WP271947,JEAN,1947,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,326
WP231947,FLORA,1947,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,327
WP211947,DORA,1947,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,18,0.0,0.0,0.0,0.0,328
WP201947,CATHY,1947,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,329
WP161947,PAULINE,1947,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,330
WP131947,MILDRED,1947,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,331
WP211953,CORA,1953,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,19,0.0,0.0,0.0,0.0,332
WP091947,INEZ,1947,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,333
WP031947,CAROL,1947,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,334
WP141946,BETTY,1946,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,335
WP131946,ALMA,1946,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,336
WP121946,QUERIDA,1946,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,337
WP101946,OPAL,1946,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,338
WP061946,INGRID,1946,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,339
WP031946,DOLLY,1946,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,340
WP011946,BARBARA,1946,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,341
WP261945,NORA,1945,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,342
WP211945,JEAN,1945,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,343
WP171945,URSULA,1945,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,344
WP021949,DELLA,1949,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,345
WP081949,JUDITH,1949,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,346
WP161949,OMELIA,1949,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,347
WP171949,PATRICIA,1949,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,348
WP201953,BETTY,1953,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,349
WP141953,SUSAN,1953,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,350
WP121953,RITA,1953,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,351
WP111953,PHYLLIS,1953,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,352
WP051953,KIT,1953,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,353
WP031953,JUDY,1953,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,354
WP271952,GLORIA,1952,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,355
WP231952,CARMEN,1952,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,356
WP221952,BESS,1952,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,357
WP111952,NONA,1952,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,358
WP101952,MARY,1952,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,359
WP061952,HARRIET,1952,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,360
WP031952,EMMA,1952,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,361
WP161951,AMY,1951,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,31,0.0,0.0,0.0,0.0,362
WP151951,WANDA,1951,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,363
WP111951,RUTH,1951,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,364
WP101951,PAT,1951,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,365
WP091951,ORA,1951,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,366
WP081951,NORA,1951,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,367
WP051951,KATE,1951,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,368
WP031951,IRIS,1951,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,18,0.0,0.0,0.0,0.0,369
WP181950,FRAN,1950,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,370
WP161950,CLARA,1950,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,371
WP121950,OSSIA,1950,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,372
WP221949,CAMILLA,1949,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,373
WP231962,GILDA:IVY,1962,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,374
WP281962,LUCY,1962,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,375
WP281982,ROGER,1982,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,376
WP261974,BESS,1974,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,377
WP061977,THELMA,1977,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,378
WP221976,LOUISE,1976,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,379
WP071976,RUBY,1976,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,31,0.0,0.0,0.0,0.0,380
WP051976,OLGA,1976,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,36,0.0,0.0,0.0,0.0,381
WP171975,ELSIE,1975,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,382
WP131975,ALICE,1975,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,383
WP011975,LOLA,1975,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,384
WP331974,IRMA,1974,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,385
WP311974,GLORIA,1974,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,386
WP291974,ELAINE,1974,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,387
WP281974,DELLA,1974,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,388
WP271974,CARMEN,1974,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,389
WP121974,IVY,1974,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,390
WP121977,DINAH,1977,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,28,0.0,0.0,0.0,0.0,391
WP061974,DINAH,1974,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,392
WP201973,RUTH,1973,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,393
WP191973,PATSY,1973,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,394
WP171973,NORA,1973,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,395
WP151973,LOUISE,1973,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,396
WP041973,BILLIE,1973,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,397
WP311972,THERESE,1972,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,19,0.0,0.0,0.0,0.0,398
WP281972,PAMELA,1972,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,399
WP141972,BETTY,1972,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,400
WP091972,SUSAN,1972,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,33,0.0,0.0,0.0,0.0,401
WP061972,ORA,1972,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,402
WP011972,KIT,1972,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,16,0.0,0.0,0.0,0.0,403
WP101977,BABE,1977,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,404
WP191977,KIM,1977,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,19,0.0,0.0,0.0,0.0,405
WP041963,SHIRLEY,1963,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,406
WP041981,IKE,1981,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,407
WP271982,PAMELA,1982,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,408
WP241982,NANCY,1982,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,409
WP201982,KEN,1982,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,410
WP151982,FAYE,1982,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,31,0.0,0.0,0.0,0.0,411
WP121982,CECIL,1982,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,412
WP101982,ANDY,1982,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,413
WP161945,HELEN,1945,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,414
WP291981,LEE,1981,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,415
WP261981,IRMA,1981,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,416
WP251981,HAZEN,1981,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,417
WP201981,CLARA,1981,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,418
WP051981,JUNE,1981,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,419
WP251980,BETTY,1980,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,420
WP021978,OLIVE,1978,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,18,0.0,0.0,0.0,0.0,421
WP191980,PERCY,1980,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,422
WP111980,KIM,1980,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,423
WP091980,JOE,1980,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,424
WP031980,DOM,1980,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,34,0.0,0.0,0.0,0.0,425
WP241979,VERA,1979,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,426
WP221979,SARAH,1979,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,41,0.0,0.0,0.0,0.0,427
WP171979,MAC,1979,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,25,0.0,0.0,0.0,0.0,428
WP121979,IRVING,1979,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,429
WP091979,HOPE,1979,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,430
WP061979,ELLIS,1979,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,431
WP031979,CECIL,1979,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0,0.0,0.0,0.0,432
WP241978,ORA,1978,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,433
WP341971,IRMA,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,434
WP331971,HESTER,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,435
WP311971,FAYE(GLORIA):GLORIA,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,18,0.0,0.0,0.0,0.0,436
WP221964,TILDA,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,437
WP031966,JUDY,1966,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0,0.0,0.0,0.0,438
WP021966,IRMA,1966,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,27,0.0,0.0,0.0,0.0,439
WP011966,HESTER,1966,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,16,0.0,0.0,0.0,0.0,440
WP331965,FAYE,1965,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,441
WP231965,ROSE,1965,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,442
WP141965,HARRIET,1965,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,443
WP121965,FREDA,1965,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,444
WP101965,DINAH,1965,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,445
WP071965,AMY,1965,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,446
WP391964,OPAL,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,447
WP281964,DOT,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,448
WP271964,CLARA,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,449
WP211964,SALLY,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,450
WP301971,ELAINE,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,451
WP201964,RUBY,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,452
WP121964,IDA,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,453
WP081964,ELSIE,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,454
WP071964,DORIS,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,455
WP061964,CORA,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,456
WP031964,WINNIE,1964,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,457
WP231963,PHYLLIS,1963,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,458
WP131963,FAYE,1963,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,459
WP101963,CARMEN,1963,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,460
WP081963,AGNES,1963,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,461
WP071963,WENDY,1963,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,462
WP051963,TRIX,1963,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,18,0.0,0.0,0.0,0.0,463
WP061966,MAMIE,1966,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,464
WP111966,SUSAN,1966,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,465
WP191966,ELSIE,1966,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,16,0.0,0.0,0.0,0.0,466
WP301966,PAMELA,1966,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,16,0.0,0.0,0.0,0.0,467
WP181971,NADINE,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,468
WP161971,LUCY,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,469
WP151971,JEAN,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,470
WP121971,HARRIET,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,471
WP111971,GILDA,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,472
WP101971,FREDA,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,473
WP081971,DINAH,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,474
WP031971,VERA,1971,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,475
WP231970,PATSY,1970,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,476
WP141970,GEORGIA,1970,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,477
WP021970,OLGA,1970,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,478
WP011970,NANCY,1970,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,479
WP051969,VIOLA,1969,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,480
WP031969,SUSAN,1969,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,481
WP271968,ORA,1968,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,482
WP251968,MAMIE,1968,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,483
WP171968,ELAINE,1968,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,18,0.0,0.0,0.0,0.0,484
WP151968,DELLA,1968,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,485
WP121968,WENDY,1968,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,486
WP331967,GILDA,1967,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,487
WP321967,FREDA,1967,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,488
WP181967,MARGE,1967,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,489
WP071967,BILLIE,1967,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,490
WP061967,ANITA,1967,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,491
WP021967,SALLY,1967,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,492
WP012024,EWINIAR,2024,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,27,0.0,0.0,0.0,0.0,493
